plate,totalowed
T787580C,561.51
T781313C,561.51
T722310C,561.51
T689159C,561.51
T732696C,561.51
T782421C,561.1
T704708C,560.81
T745932C,560.81
T771784C,560.74
T749241C,560.59
T622898C,560.35
T479011C,560.12
T734808C,560
T789751C,560
T795797C,560
CODE1R,560
T807412C,560
T770265C,560
T633571C,560
T686938C,560
T796073C,560
T660586C,560
T797395C,560
T789391C,560
T686936C,560
T740706C,560
T686939C,560
T470114C,560
T794175C,560
T758033C,560
T770126C,560
T764774C,560
T806145C,560
T606573C,560
T627889C,560
T741388C,560
T686937C,560
T477959C,560
T679107C,560
T670901C,560
T740680C,560
7A47H,560
6N58C,560
7P41H,560
6N59H,560
8F97H,560
7P40H,560
T750649C,559.61
T667844C,558.9100000000001
T633364C,558.5799999999999
5D80A,558.52
T103922C,558.45
T793075C,557.8299999999999
T521031C,556.9300000000001
T793625C,556.62
T671459C,556.3199999999999
T740239C,555.36
T800883C,555.3499999999999
3B39H,555.1800000000001
T756188C,555
T739164C,555
T786237C,555
T669677C,555
T755457C,555
NYCLIMO1,555
T710507C,555
T772592C,555
T789127C,555
T693549C,555
T661777C,555
T783564C,555
T675734C,555
T700572C,553.97
9N49B,553.84
9N48B,553.84
9N47B,553.84
T694590C,553.64
T648557C,553.52
T733874C,553.46
T769259C,553.29
T783314C,553.2099999999999
T734302C,553.11
T756232C,553.02
T805887C,552.96
T101322C,552.77
T804921C,552.47
T781872C,551.98
T674215C,551.46
T609744C,551.3299999999999
T756781C,551.1800000000001
T785943C,551.11
T688767C,551.01
T792181C,550.85
BROOKLYN,550.8100000000001
T760119C,550.81
T766430C,550.77
T707882C,550.65
T791973C,550.57
T730079C,550.56
SMOOOTHS,550.5
T794882C,550.1700000000001
T102148C,550.1700000000001
T795776C,550
T510829C,550
T633111C,550
T780027C,550
T801058C,550
T805126C,550
LEGENDS2,550
T626051C,550
T777157C,550
T789100C,550
T698632C,550
T486442C,550
T486248C,550
T686026C,550
T528478C,550
T789104C,550
T601655C,550
LEGENDS8,550
LEGNDS9,550
T650714C,550
T668396C,550
T785727C,550
LEGEND1,550
T794100C,550
T422376C,550
T800875C,550
T787913C,550
T707925C,550
T626052C,550
T641811C,550
LEGENDS5,550
T802545C,550
LEGENDS6,550
T523145C,550
LEGND36,550
T622229C,550
T797055C,550
T662554C,550
LEGENDS7,550
T796016C,550
T721353C,550
T799235C,550
T795992C,550
T492134C,550
T684625C,550
T706791C,550
T638489C,550
TH4NED4R,549.77
T780465C,549.42
T806828C,549.0699999999999
T746311C,548.84
T796541C,548.04
T755619C,547.63
T622109C,547.63
T662071C,547.39
T674679C,547.15
3R10H,547.1
3R11H,547.1
1M38H,547.05
T802448C,546.9200000000001
T729139C,546.85
T757914C,546.73
T712877C,546.5
T726032C,546.5
T785168C,546.4100000000001
7D55D,546.27
MANI95,546.04
T525491C,545.86
T792758C,545.47
STARS08,545.3
JAY040,545.05
T682217C,545
T775845C,545
T696783C,545
T765659C,545
T766875C,545
T747127C,545
T747454C,545
T755806C,545
T762009C,545
T737670C,545
T790222C,545
T727374C,545
T778901C,545
T767824C,545
T783534C,545
T101492C,545
T709624C,545
T755410C,545
T767723C,545
7K47H,545
7K46B,545
1A68A,545
T797197C,544.92
T723109C,543.22
T785621C,543.2
8V12H,543.1700000000001
8V13H,543.1700000000001
T788849C,543
T750542C,542.73
2F31H,542.64
T742537C,542.4200000000001
T720576C,542.36
T662571C,542.24
T764634C,542.11
T600316C,541.55
T101666C,541.55
T618866C,541.55
T651846C,541.55
T660973C,541.55
T732209C,541.44
T718760C,541.28
T100344C,541.1600000000001
T757790C,541.13
T718704C,540.76
T771320C,540.69
T799692C,540.56
T780245C,540.47
T803521C,540.4300000000001
T689275C,540
T761932C,540
T779459C,540
T749818C,540
T777580C,540
T640951C,540
T658395C,540
T704516C,540
T803559C,540
T791566C,540
T768674C,540
T100703C,540
T659753C,540
T728727C,540
T716132C,540
T735198C,540
T765593C,540
T717056C,540
T735284C,540
T762995C,540
T727572C,540
Y101428C,540
T757878C,539.9300000000001
T765466C,539.5799999999999
T781339C,539.2
WGO1,539.01
T797510C,538.9300000000001
2G52A,538.84
2G53A,538.84
2G54A,538.84
1T97A,538.8299999999999
T667358C,538.55
T748848C,538.29
T752074C,538.1700000000001
RS11,536.98
6E64H,536.9300000000001
T656739C,536.8
T775866C,536.72
T789762C,536.63
T654737C,536.4200000000001
T806770C,536.14
T673217C,535.69
T800452C,535.69
T673220C,535.69
T805923C,535.69
DAMOU,535.5899999999999
T100512C,535.51
T783361C,535.47
5F94J,535.33
T610340C,535.3
T704289C,535.3
T720906C,535.3
T744556C,535.3
T796487C,535.3
T717331C,535.3
T647748C,535.3
T722077C,535
T616222C,535
T753253C,535
T697244C,535
T742960C,535
T789424C,535
T789480C,535
T750608C,535
T721127C,535
T770762C,535
T616103C,535
T789658C,535
T756879C,535
T789465C,535
T805623C,535
T753963C,535
T789410C,535
T785606C,535
T102351C,535
T664036C,535
T784746C,535
T689477C,535
T628246C,535
T743077C,535
T697125C,535
T789914C,535
T749169C,535
T762738C,535
T762690C,535
T763142C,535
T630989C,535
T796453C,535
T789463C,535
T806430C,535
T789383C,535
T623490C,535
T780014C,535
T789832C,535
T764764C,535
T727784C,535
T758162C,535
T806636C,535
T789870C,535
5F52J,535
T736659C,534.76
4H28A,534.62
4H30A,534.62
4H29A,534.62
1W54H,534.6
3R41H,534.6
3R40H,534.6
T732484C,534.29
T102942C,533.22
T777611C,532.8
T650412C,532.6700000000001
T800444C,532.4300000000001
T690128C,532.4200000000001
2F61H,532.39
T790540C,532.05
T740814C,531.33
T775393C,531.33
T763282C,531.29
T802127C,531.2
T762280C,531.0699999999999
T752843C,531.06
T761660C,530.74
T737486C,530.56
T682053C,530.45
T708335C,530.39
T712550C,530.1700000000001
6H55D,530.1700000000001
6H10E,530.1700000000001
T789841C,530
T709975C,530
T720981C,530
T803797C,530
ATARCH,530
T789652C,530
T103968C,530
T632642C,530
T789655C,530
T788050C,530
T720993C,530
T789653C,530
T789392C,530
T789837C,530
T749137C,530
T749324C,530
T789833C,530
T739344C,530
T789845C,530
T101445C,530
T789840C,530
T789836C,530
T749081C,530
T705035C,530
T680910C,530
T749424C,530
T789660C,530
T789407C,530
SAMBOUZ,530
T736452C,530
T692020C,530
3E19H,530
T689160C,529.23
T701526C,529.23
T727444C,529.23
T755723C,529.23
T689154C,529.23
T796025C,528.6700000000001
T746895C,528.63
T797425C,528.5699999999999
T790744C,527.33
4P31B,527.2
4P32B,527.2
T746999C,527.11
T631162C,526.98
T767459C,526.69
T781140C,526.5
6E31H,526.14
T684928C,526.11
ST786,526.07
T520862C,526.02
T781849C,525.66
T747407C,525.6
T727696C,525.53
T102069C,525.34
T102097C,525.34
T102428C,525.34
T101512C,525.34
T680223C,525.3
T730222C,525.21
T748228C,525.21
T715639C,525.21
T763475C,525
T786553C,525
T744038C,525
T716822C,525
T102236C,525
T714346C,525
T787102C,525
T102040C,525
T102896C,525
T751667C,525
T774772C,525
MRMUSIC2,525
T773253C,525
T790577C,525
T772445C,525
T750886C,525
T716531C,525
TUNGERC,525
T800529C,525
T794802C,525
T102238C,525
T102357C,525
T102026C,525
T761466C,525
T102347C,525
T100762C,525
T805132C,525
T456702C,525
6J51B,525
4P33D,525
T783002C,524.6300000000001
MJVATM,524.61
T684338C,524.19
1H30H,523.84
5J62H,523.84
YUVRAJ,523.5699999999999
T782838C,523.55
T650915C,523.54
T789071C,523.03
T681271C,522.76
T673915C,522.76
T770858C,522.04
T770859C,522.04
T663178C,521.94
T745775C,521.85
T702955C,521.19
T734871C,520.89
T793739C,520.73
T769945C,520.69
T728263C,520.62
T802327C,520.61
T780833C,520.5
T102158C,520.04
T507019C,520.04
T652341C,520.04
T745658C,520
T807911C,520
T784552C,520
T606738C,520
T786572C,520
T777705C,520
T690319C,520
T102038C,520
T769418C,520
T725680C,520
T754589C,520
T754808C,520
T790786C,520
T716707C,520
T683195C,520
T733291C,520
T791521C,520
T745581C,520
T803488C,520
7E16A,519.9
T640973C,519.89
T746149C,519.8199999999999
T775541C,519.52
T807013C,518.91
T681607C,518.56
T773083C,518.25
9P83B,517.5799999999999
1B23A,517.52
ELITE149,517.27
T795567C,517.1700000000001
T704379C,516.06
T783245C,516.01
T681913C,515.8199999999999
T779727C,515.47
3J81H,515.34
3J82H,515.34
T676166C,515.3
T103804C,515.26
T513215C,515.21
T781275C,515.04
T775179C,515
T600831C,515
T791701C,515
T657007C,515
T663535C,515
T785186C,515
T783585C,515
T771769C,515
T771670C,515
T526064C,515
T680316C,515
T671336C,515
T758225C,515
T805759C,515
T805792C,515
T796756C,515
MAHADEV,515
T805791C,515
T805728C,515
T807974C,515
T671363C,515
T757422C,515
1W18H,515
1W19B,515
5Y49J,515
3C82H,515
5Y48J,515
6B84B,514.85
T703583C,514.64
T791076C,514.27
T768782C,512.9300000000001
1N15H,512.75
T781015C,512.74
T795556C,512.41
T760192C,512.21
T716289C,512.06
T100738C,511.85
T725628C,511.08
T745765C,510.94
T772228C,510.72
T630861C,510.65999999999997
T796609C,510.56
T779756C,510.3
T804391C,510.04
T759524C,510.04
T768407C,510.04
T665209C,510
T715607C,510
T791039C,510
T803738C,510
T719368C,510
T644462C,510
T715138C,510
T764792C,510
T719609C,510
T776027C,510
T741268C,510
T779235C,510
T734173C,510
T757882C,510
T745892C,510
T662938C,510
DD9595,510
T796008C,510
T802865C,510
T767660C,510
T668177C,510
3K75H,510
3K76J,510
3K74A,510
4F95H,510
T689072C,509.76
8E19J,509.68
8C58A,509.6
T805858C,508.94
1G36H,508.84000000000003
T780573C,508.70000000000005
T685962C,508.58000000000004
T787104C,508.5
T794526C,508.28
T745489C,508.25
2Y94B,508.02
T800038C,507.93
T656311C,507.91999999999996
5G99B,507.8
5G98H,507.8
T768054C,507.63
T684177C,507.57
5C63H,507.44
T694488C,507.4
T782152C,507.25
T676919C,507.24
T805161C,506.99
T681460C,506.65
1G91H,506.59
T707181C,506.56
T671837C,506.15
T723322C,506.06
T705839C,505.94
T750162C,505.92
T761803C,505.82
T800340C,505.82
T761802C,505.82
T704160C,505.78999999999996
T658580C,505.34
T750104C,505
T779598C,505
T660365C,505
T777556C,505
T747185C,505
T668102C,505
T712475C,505
T782220C,505
T655218C,505
T715808C,505
T658235C,505
T690391C,505
T777699C,505
T805080C,505
T790632C,505
T779992C,505
7K53H,505
7K52H,505
8M25H,504.96000000000004
T641706C,504.88
T756680C,504.83000000000004
T795068C,504.7900000000001
T796386C,504.72
T691147C,504.71
T792024C,504.58
T628359C,504.35
1M60A,504.20000000000005
1M59B,504.20000000000005
T808136C,503.2
T769261C,502.95
7D61H,502.71
T641464C,501.98
T722726C,501.82
T683366C,501.81
T779665C,501.64
3J88D,500.99
3J87B,500.99
T709183C,500.89000000000004
T745895C,500.81
T696386C,500.72
T729104C,500.68000000000006
T708698C,500.68
JAHED,500.56
T664378C,500.54999999999995
T724468C,500.54
T701260C,500.3
T727515C,500.25
T797245C,500.17
T727708C,500.13
T796238C,500
T806971C,500
T793869C,500
T100062C,500
T506983C,500
T804541C,500
T793870C,500
T778752C,500
T783875C,500
T804649C,500
T756925C,500
T804389C,500
T492348C,500
T601416C,500
T804542C,500
T604110C,500
T771860C,500
T761082C,500
T684437C,500
T786324C,500
T804539C,500
T804390C,500
T804380C,500
T665735C,500
T801754C,500
T804421C,500
T444473C,500
T802351C,500
T622351C,500
T100628C,500
T804657C,500
T787837C,500
T786315C,500
T629181C,500
T776754C,500
T793791C,500
T771697C,500
T675572C,500
T786353C,500
T492344C,500
T514088C,500
T601394C,500
T787760C,500
T804538C,500
T802662C,500
T787829C,500
T804540C,500
T523764C,500
T764413C,500
T807986C,500
T799716C,500
T684436C,500
T787828C,500
T675573C,500
T786316C,500
T786340C,500
T490409C,500
9K82C,500
6F37H,500
9A76H,500
9C33B,500
8E16H,500
8L31H,500
8L30J,500
3N12C,500
Y100522C,500
T635237C,499.74
T757962C,499.20000000000005
T665158C,499.14
T720628C,499.06
ALLIHAI,498.94
9L89B,498.84
9L90H,498.84
T785655C,498.8
T682020C,498.17
T758100C,498.06
4D82J,497.99
T749279C,497.78999999999996
T661458C,497.65999999999997
T694839C,497.6
T774549C,497.5
T100172C,496.90999999999997
T740153C,496.73
T769061C,496.67
T808113C,496.59000000000003
4F42H,496.35
T794963C,496.07
T737242C,496
T664026C,495.86
T807295C,495.46000000000004
T794342C,495.3
T794502C,495.26
T795221C,495.17
T624718C,495.17
T799408C,495.17
3N88D,495.17
3N89H,495.17
T744557C,495.12
T788765C,495
T730161C,495
T705030C,495
T734582C,495
T721187C,495
T740135C,495
T790089C,495
T102930C,495
T778572C,495
T785294C,495
T690925C,495
T706668C,495
T785517C,495
T706890C,495
T786422C,495
T786434C,495
T786418C,495
T770915C,495
T707349C,495
T713273C,495
T765179C,495
T717848C,495
T686993C,495
T801206C,495
T778495C,495
T805692C,495
T101360C,495
T781189C,495
DJFLOTA,495
T713705C,495
T796471C,495
T806244C,495
DDUDE,495
T785436C,495
T806020C,495
T757279C,495
T806995C,495
T778487C,495
9P27A,495
1Y89H,495
1Y90H,495
9P24A,495
T670254C,494.86
T752514C,494.78
CHEIKH7,494.78
T791588C,494.35
T101225C,494.25
T795291C,494.25
T707388C,494.25
5E51H,494.25
T727377C,494.23
5Y24H,493.59
5Y21B,493.59
T720282C,493.53
T747469C,493.38
T700544C,493.28999999999996
T682481C,493.07
T778010C,493.05
T750260C,493.02
T805086C,492.82
T790872C,492.78
T794777C,492.53
T797175C,492.27000000000004
3V97H,492.17
3V97J,492.17
T800690C,491.8
T794679C,491.6
T715041C,490.90000000000003
T800515C,490.86
T753714C,490.81
T770327C,490.76
T688365C,490.69
T794435C,490.69
T794483C,490.69
T775772C,490.62
T738776C,490.6
T760232C,490.40000000000003
2W23B,490.38
4N53J,490.2
4N52K,490.2
T749777C,490.17
T740707C,490.1
T794438C,490
T526262C,490
T788807C,490
T800215C,490
T528921C,490
T795022C,490
T779765C,490
T613914C,490
T503202C,490
T515533C,490
T764779C,490
T606619C,490
T769878C,490
T446862C,490
T607098C,490
T769419C,490
T681707C,490
T102993C,490
T767471C,490
T780535C,490
T706376C,490
T807226C,490
T753415C,490
T800544C,490
T796331C,490
T606745C,490
T478473C,490
T103870C,490
T509249C,490
T706906C,490
T807173C,490
T643004C,490
BMWB1,490
T788028C,490
T756903C,490
T446863C,490
T100715C,490
BADBUNNI,490
5M66C,490
5M67B,490
7P13H,489.98
T757173C,489.35
2B80J,489.28999999999996
T794972C,488.96000000000004
T656375C,488.55
4C54C,488.4
7L17H,488.01
7L18J,488.01
8J88H,487.86
8J87H,487.86
T634169C,487.48
T750748C,487.34000000000003
T732377C,486.87999999999994
T732375C,486.87999999999994
T732410C,486.87999999999994
T732366C,486.87999999999994
T732376C,486.87999999999994
T807903C,486.87999999999994
T768920C,486.86
T758539C,486.7
T795721C,486.59000000000003
T771620C,486.59000000000003
T795714C,486.59000000000003
T803929C,486.59000000000003
T800929C,486.59000000000003
T787877C,486.59000000000003
T771619C,486.59000000000003
T757837C,486.59000000000003
T795827C,486.59000000000003
T688330C,486.52
T803598C,486.25
T672767C,485.91
WRLDBEAT,485.81
T757578C,485.69
T635082C,485.3
T748945C,485.21000000000004
T723637C,485.09000000000003
T652642C,485.09000000000003
T677390C,485.05
T748288C,485
T649894C,485
T688863C,485
T800379C,485
T781322C,485
T733229C,485
T718844C,485
T100744C,485
T788892C,485
T617130C,485
T800921C,485
T791349C,485
T610015C,485
T718362C,485
T718179C,485
T741281C,485
T702727C,485
T700045C,485
T780869C,485
T715660C,485
6M28H,485
6M29B,485
8M20B,485
8M21H,485
T680445C,484.47
T756543C,484.33
T661378C,484.23
T631186C,483.9
T762426C,483.83
T658333C,483.38
T730763C,483.33000000000004
T686330C,483.26
T806164C,483.1
T687030C,482.99
T622046C,482.32000000000005
T739645C,482.22
T741195C,481.17
T791886C,481.17
T705927C,480.85
T692136C,480.56
T796462C,480.55000000000007
T796460C,480.55000000000007
T760838C,480.17
T681565C,480.05
T762686C,480
T705025C,480
T785866C,480
T100706C,480
T728348C,480
T680918C,480
DOSTOZ,480
T762520C,480
T715889C,480
T713375C,480
T765649C,480
T783769C,480
T697203C,480
T743557C,480
T675654C,480
T697205C,480
T784130C,480
T696917C,480
T725777C,480
T762519C,480
4L99H,480
T702832C,480
8V99J,479.79
T716512C,479.55
T772194C,479.27000000000004
T715427C,478.7
T640612C,478.62
2P71A,478.01
2P70B,478.01
T669874C,477.94
T102766C,477.86
T708146C,477.55
T474776C,477.41999999999996
T800657C,476.98
T525694C,476.93
T775864C,476.73
T100707C,476.46000000000004
T775084C,476.03999999999996
T102418C,475.90999999999997
T797477C,475.88
T791467C,475.68
IDINAXY,475.51
5H82H,475.32000000000005
8H66B,475.32000000000005
8H67H,475.32000000000005
5H81C,475.32000000000005
T710500C,475.24
T728343C,475.17
T522487C,475.17
T637045C,475.04
T669898C,475.04
T690750C,475.04
T662603C,475.04
T748783C,475.04
T522928C,475.03999999999996
T729321C,475
PARCXO,475
T752052C,475
T804704C,475
T795847C,475
T792386C,475
T710518C,475
BRDSAL6,475
T752658C,475
T685209C,475
B80L56YC,475
T725444C,475
T776043C,475
T789289C,475
T772894C,475
T749429C,475
T785465C,475
T101584C,475
T802223C,475
T805753C,475
T729813C,475
T706322C,475
TB85Y21,475
T693766C,475
T700241C,475
T786203C,475
T718761C,475
T702447C,475
T102284C,475
BRDSAL11,475
BRDSAL7,475
T784126C,475
T722914C,475
T788267C,475
T803831C,475
BRDSAL1,475
T700622C,475
T783538C,475
T738650C,475
T760553C,475
TB61L51U,475
T787909C,475
3T25C,475
6F71H,475
9T51B,475
3A87B,475
8G11A,475
8G10B,475
T771274C,475
T779736C,474.84000000000003
T724060C,474.23
T770275C,474.22
T801019C,474.18
1G60H,474.06999999999994
T757254C,473.83000000000004
T770415C,473.75
T647220C,473.74
T755205C,473.59
T795631C,472.99
T755176C,472.85
T780300C,472.84000000000003
9G17C,472.8
9G16A,472.8
T678031C,472.61
T671451C,472.51
T726262C,472.11
T689732C,472.01
T683915C,472
6P60B,471.92
6P61H,471.92
T783120C,471.81
T749365C,471.59000000000003
T681479C,471.57000000000005
T791294C,471.46
T768341C,471.2
T788649C,471.2
T768475C,471.15
T738848C,470.73
T690399C,470.7
T784778C,470.65
T681445C,470.56
T744238C,470.17
T790386C,470.07
T750801C,470
T790270C,470
T802058C,470
T754020C,470
T101538C,470
T715339C,470
T697655C,470
T675968C,470
T786446C,470
T754019C,470
T797496C,470
T785920C,470
T736451C,470
T790272C,470
T712663C,470
T790303C,470
T661769C,470
T788880C,470
T778527C,470
T717179C,470
T630446C,470
T790269C,470
T676128C,470
T790271C,470
T777308C,470
T675942C,470
T508243C,470
T771073C,470
T737910C,470
T790315C,470
T775591C,470
T782013C,470
T752197C,470
T807460C,470
T697654C,470
T778340C,470
T785826C,470
T717808C,470
T682441C,470
T790302C,470
T671624C,470
T678614C,470
T675976C,470
T707919C,470
T676070C,470
T674124C,470
T751760C,470
T784557C,470
T793536C,470
T749246C,470
T803484C,469.71000000000004
T774531C,469.55
T631228C,469.43
T671141C,469.43
T704552C,469.36
ACEL1MO,468.53
T728416C,468.44000000000005
T677575C,468.40999999999997
T790619C,467.93
T499689C,467.22
8Y10A,467.14
T785204C,467.04
T805011C,466.9
T762182C,466.8
T709995C,466.76
T770868C,466.44
T795455C,466.32
T649462C,466.3
T744831C,466.28999999999996
T789376C,466.16
T786754C,466.07
SECTOR5,465.9
T706217C,465.56
T719968C,465.46000000000004
T750269C,465.24
T722316C,465.04
T646406C,465.04
T792034C,465.04
T793646C,465.04
T801123C,465.04
T791917C,465.04
T450946C,465.04
T800833C,465.04
T646660C,465.04
T472940C,465.04
654KOBA,465.04
T791947C,465.04
T468810C,465.04
T777164C,465.04
T796328C,465.04
T450844C,465.04
T448794C,465.04
T805904C,465.02
T740275C,465
T793704C,465
T101291C,465
T803504C,465
T800508C,465
T686356C,465
T722544C,465
T795513C,465
T776283C,465
T758306C,465
T694407C,465
T790427C,465
T676900C,465
T689737C,465
T677063C,465
3K60H,465
3K59H,465
4M83H,465
4M82C,465
3K61E,465
7A67H,465
T681815C,464.59000000000003
1B62H,464.07
1D13B,463.93
T658261C,463.81
T710127C,463.13
9T84B,463.02
T756839C,463
T660943C,462.96
1E57B,462.9
T749520C,462.88
T744964C,461.75
T779150C,461.59000000000003
T806330C,461.44
T642079C,460.62
T619057C,460.56
T443625C,460.21000000000004
T746263C,460.17
T692673C,460.16999999999996
T739105C,460.03999999999996
T806221C,460.03999999999996
T807740C,460
T728639C,460
T702414C,460
T789514C,460
T717926C,460
T794603C,460
T748634C,460
T794490C,460
T758712C,460
T790601C,460
T804528C,460
T747465C,460
T804543C,460
T728638C,460
T101418C,460
T727371C,460
T798985C,460
T741094C,460
T802313C,460
T804614C,460
T804552C,460
T806986C,460
T101376C,460
T760301C,460
T804599C,460
T662434C,460
T686289C,460
T803804C,460
T628884C,460
T688710C,460
T739311C,460
T804601C,460
ELITE864,460
T788454C,460
T771376C,460
T804529C,460
T713695C,460
T101545C,460
T804531C,460
T790246C,460
T806993C,460
T768153C,460
T755032C,460
T789612C,460
T769423C,460
T769799C,460
T768807C,460
T633670C,460
T789713C,460
4N22A,460
9P90H,460
4A34B,460
5G76A,460
5G92A,460
9P89H,460
4N23A,460
1A76H,460
8B81H,460
9G79J,459.90999999999997
9G80A,459.90999999999997
9A23H,459.78999999999996
T786968C,459.19
T754817C,459.19
1T32H,458.84000000000003
T796468C,458.74
BP265,458.17
8P54J,458.03999999999996
8P53L,458.03999999999996
1B13A,457.82
T757052C,457.04
T726196C,456.92
MAMBA4L,456.68
T783296C,456.66
T666267C,456.59999999999997
T769007C,456.59000000000003
T749586C,456.58
T704133C,456.44
T727093C,456.25
T775946C,455.94
T789863C,455.94
T648413C,455.94
T525597C,455.70000000000005
T718261C,455.28
T745806C,455.15999999999997
T706225C,455.06
T788281C,455
HUMBLE4,455
T799424C,455
T773122C,455
T797324C,455
T788848C,455
T800567C,455
T746925C,455
T773264C,455
T722210C,455
T702552C,455
T528178C,455
T758780C,455
T688906C,455
HUMBLE1,455
T102653C,455
T792378C,455
T779379C,455
T792377C,455
T657455C,455
HUMBLE2,455
T763788C,455
T792379C,455
T761076C,455
T666470C,455
T646565C,455
T787771C,455
T795882C,455
T690207C,455
T795800C,455
T792380C,455
9A49H,455
7A80H,455
T764453C,454.62
T768654C,454.32
T654511C,454.26
1D26H,454.20000000000005
T695243C,453.96000000000004
T695241C,453.96000000000004
T625627C,453.96000000000004
T103832C,453.96000000000004
T624945C,453.96000000000004
T794411C,453.96000000000004
GMAN10,453.84000000000003
6N46C,453.84000000000003
T650667C,453.8
3B26A,453.70000000000005
T806056C,453.36
9A60B,453.33000000000004
T735380C,453.28
T704520C,453.22
T698119C,453.09000000000003
1R28H,453
1R29H,453
T661932C,452.99
T795003C,452.99
T787801C,452.99
T671494C,452.99
T787819C,452.99
T693192C,452.99
T805710C,452.99
T689955C,452.99
T711622C,452.99
T784988C,452.99
T795496C,452.99
N200752C,452.97999999999996
T776307C,452.74
T102178C,452.67
T723767C,452.15
T786657C,451.98
T702896C,451.7
T728289C,451.54
T771533C,451.28
T743461C,451.21000000000004
T723916C,450.89000000000004
4N50J,450.86
4N51B,450.86
4N49J,450.86
T703738C,450.82
8G42H,450.74
8G41H,450.74
T769111C,450.35
T663021C,450.35
T789680C,450.34000000000003
T751875C,450.3
T733392C,450.17
T670156C,450.11
4M92A,450.11
4M91B,450.11
T795742C,450.04
T802493C,450.04
T723401C,450.04
T676640C,450.04
T760181C,450
T746700C,450
T806448C,450
T783278C,450
ESAMCR7,450
T774056C,450
T101218C,450
T755311C,450
T789036C,450
T802544C,450
T754740C,450
T779776C,450
T758262C,450
T627175C,450
T745950C,450
T779775C,450
T689273C,450
T784867C,450
T790832C,450
5H46A,450
6L37A,450
4V40A,450
6M99J,450
4V41A,450
5H45A,450
6L36B,450
6D89A,450
6M98J,450
T768663C,449.57
T707504C,448.91
T783337C,448.84000000000003
T707158C,448.57
T807612C,448.17
T808121C,448.16999999999996
T783273C,448.02
T688457C,448.02
T700139C,447.96
T800114C,447.7
T788966C,447.7
T788886C,447.7
T799585C,447.7
T800489C,447.7
T800487C,447.7
T796546C,447.65999999999997
T477244C,447.48
T731290C,447.48
T739067C,447.48
T779479C,447.34
T685022C,447.18
T707335C,447.15
T776988C,447.11
T728107C,447.01
T488581C,446.88
T772705C,446.85
T456746C,446.77
T788629C,446.75
T710281C,446.72
T801270C,446.46
T758126C,446.03999999999996
T782550C,445.43
T634987C,445.43
T733379C,445.34000000000003
T792311C,445.3
T722136C,445.25
T748472C,445.14
T777152C,445.08000000000004
T686976C,445.04
T731964C,445.04
T744079C,445.04
T676277C,445
T664069C,445
T685334C,445
T803539C,445
T775991C,445
T693474C,445
JATT420,445
T727697C,445
GIANCARL,445
T775992C,445
T807130C,445
T799088C,445
T670680C,445
T789084C,445
T749599C,445
T787548C,445
T684571C,445
T705805C,445
T688972C,445
T707847C,445
T763912C,445
JANNAT,445
ATAM193,445
GREEN01,445
T103034C,445
6V38H,445
4L44H,445
6V37H,445
4L45A,445
5D37H,445
T778384C,444.95
T785872C,444.23
T727901C,444.15
BOLLY,444.11
T767410C,443.97
T788067C,443.8
T714335C,443.15999999999997
T750007C,443.15
T776856C,443.08000000000004
T638843C,443.07
T773026C,443.06
T754916C,443.03
T759202C,442.86
6N56B,442.71000000000004
6N57B,442.71000000000004
T678605C,442.68
1B71H,442.68
T786499C,442.37
T663902C,442.17
3L13A,442.15
3L14A,442.15
T715547C,441.77
T722671C,441.72
T808219C,441.53
VG110,441.11
T796104C,441.01
4E40H,440.98
T785376C,440.68
1E20B,440.53
T769213C,440.3
T748209C,440.27
3D32A,440.26
T755813C,440.17
T782066C,440.17
T757571C,440.17
T744283C,440.04
T794508C,440
T784246C,440
T780279C,440
T726727C,440
T735217C,440
T671508C,440
T783485C,440
T685331C,440
T795705C,440
T755874C,440
T752013C,440
T768304C,440
T794678C,440
T727238C,440
T658015C,440
T741679C,440
T696650C,440
T763400C,440
T749232C,440
T763302C,440
T788389C,440
T606828C,440
T693906C,440
T715982C,440
NBANETS,440
T705635C,440
T684920C,440
T807834C,440
T725534C,440
T784872C,440
T800965C,440
T642099C,440
1N56A,440
3K34H,440
6M26H,440
1N55A,440
6M27H,440
3K33H,440
T805047C,438.6
T677700C,438.40999999999997
T773727C,438.38000000000005
T728079C,438.14
T740254C,438.13
T648314C,437.94000000000005
T791359C,437.23
T101691C,437.09000000000003
T699546C,436.98
6N32B,436.92
6N31A,436.92
8B80B,436.85
KHLISTAN,435.95
1M55B,435.5
1M56C,435.5
ICARRYU,435.37
T715150C,435.3
T768908C,435.3
T671586C,435.04
T748366C,435
T786317C,435
T804477C,435
T787623C,435
T800958C,435
T658102C,435
MIANSAB,435
T804454C,435
T785081C,435
T769157C,435
T686254C,435
T782890C,435
T768753C,435
T787462C,435
FRL6,435
FRL42,435
FRL7,435
FRL33,435
T804516C,435
FRL50,435
FRL22,435
T752033C,435
T790811C,435
FRL12,435
T633359C,435
T734591C,435
T715842C,435
FRL11,435
T799954C,435
8G49A,435
7J11A,435
8G48A,435
1J45D,435
5L87H,435
7J12A,435
1J50D,435
7L29B,435
7L30B,435
5L86H,435
T783039C,435
T719770C,434.98
T657768C,434.65999999999997
T707115C,434.55
T716517C,434.48
T503238C,434.1
T693720C,433.97
T779574C,433.55
T614419C,433
T768969C,432.76
T664166C,432.28999999999996
T795322C,432.28999999999996
T737593C,432.07
T714746C,431.92
T773825C,431.72
T658316C,431.46
9J12A,431.4
9J11B,431.4
