plate,totalowed
T667816C,190.17000000000002
T732147C,190.17000000000002
T687579C,190.17000000000002
T658605C,190.17000000000002
T761561C,190.17000000000002
T685456C,190.17000000000002
T691943C,190.11
T426278C,190.11
T768621C,190.06
T778219C,190.04000000000002
T779225C,190.04000000000002
T703019C,190.04000000000002
T748906C,190.04000000000002
DONIYOR,190.04000000000002
T794806C,190.04000000000002
T712851C,190.04000000000002
T770777C,190.04000000000002
T788882C,190.04000000000002
T757606C,190.04000000000002
T803586C,190.04000000000002
T750631C,190.04000000000002
T735176C,190.04000000000002
T781366C,190.04000000000002
T797178C,190.04000000000002
Y100869C,190.04000000000002
T775782C,190
T100423C,190
T707670C,190
T714693C,190
T633910C,190
T779936C,190
T428660C,190
T791969C,190
T800540C,190
T802320C,190
T791403C,190
T788074C,190
T685056C,190
T807689C,190
T673385C,190
T764876C,190
T488300C,190
PRZ113,190
T788888C,190
T754480C,190
T722922C,190
T643817C,190
T743934C,190
T763916C,190
T804253C,190
T803584C,190
T799591C,190
T529223C,190
T773829C,190
T452768C,190
T774129C,190
T769604C,190
T775168C,190
T507007C,190
T729866C,190
T683930C,190
T788693C,190
T757220C,190
T728866C,190
T734075C,190
T672770C,190
T756375C,190
T604622C,190
T714718C,190
T732883C,190
T760480C,190
T479513C,190
T763055C,190
T744769C,190
T799633C,190
T768770C,190
T102482C,190
T692455C,190
T783368C,190
T779782C,190
T771418C,190
T671353C,190
GLOKEN1,190
T795779C,190
T791989C,190
T796105C,190
T782046C,190
T714895C,190
T635578C,190
T501583C,190
DATTA22,190
T770140C,190
T671316C,190
T799583C,190
T795956C,190
T627786C,190
T733316C,190
T741248C,190
T700354C,190
T753131C,190
T733414C,190
T670096C,190
T807540C,190
T740690C,190
T772427C,190
T804634C,190
T716175C,190
T756498C,190
T734545C,190
T713343C,190
T648515C,190
T658778C,190
T788953C,190
T637322C,190
T104158C,190
T771424C,190
T528538C,190
T720510C,190
T764051C,190
T787232C,190
T714334C,190
T749794C,190
T732926C,190
T102701C,190
T797256C,190
T777721C,190
T702051C,190
T760551C,190
T756280C,190
T679208C,190
T707060C,190
T770884C,190
T751839C,190
T744068C,190
T761292C,190
T789157C,190
T796214C,190
T684909C,190
JLCR,190
T773112C,190
T769242C,190
T674146C,190
T796001C,190
T786652C,190
T760142C,190
T707386C,190
T650148C,190
T767690C,190
T726068C,190
T756023C,190
T789755C,190
T758853C,190
T747990C,190
M1RZAG,190
T695160C,190
T797053C,190
T761472C,190
T660442C,190
T722733C,190
T774504C,190
T738905C,190
T758260C,190
T742390C,190
T746034C,190
T600040C,190
T729778C,190
T726234C,190
T796320C,190
T764216C,190
T784151C,190
T638228C,190
T433758C,190
3P54A,190
5E72H,190
9A39H,190
3P53A,190
4G25B,190
4G24C,190
4D17A,190
1C59A,190
1R78H,190
1R79H,190
1R78J,190
T663430C,187.92
T771622C,187.87
T773208C,187.66
T675265C,186.92000000000002
T661642C,186.92000000000002
T756819C,186.79
T710325C,186.63
T653196C,186.63
T710145C,186.63
SKS16,186.51
T765594C,186.5
T726548C,186.45
T515831C,186.4
T662859C,186.15
T762905C,186.14
T776568C,185.99
T782283C,185.99
T782285C,185.99
T788352C,185.99
T665118C,185.93
T605283C,185.93
T640153C,185.93
T796524C,185.93
T660859C,185.93
T751113C,185.71
T606623C,185.69
T806753C,185.29
T734714C,185.23000000000002
T750782C,185.17000000000002
T750884C,185.12
T743492C,185.06
T697982C,185.04000000000002
T800133C,185.04000000000002
T806306C,185.04000000000002
T636095C,185.04000000000002
T800143C,185.04000000000002
T635670C,185.04000000000002
T639484C,185.04000000000002
T765288C,185.04000000000002
T789956C,185.04000000000002
T803627C,185.04000000000002
T523254C,185
T741006C,185
T644021C,185
T659276C,185
T693805C,185
ELPELUCA,185
T769283C,185
T700721C,185
T780045C,185
T742498C,185
T752331C,185
T796703C,185
T688779C,185
T793525C,185
T760251C,185
T687446C,185
T739838C,185
T795261C,185
T794042C,185
T747276C,185
T737948C,185
T796867C,185
T791788C,185
T740637C,185
T729666C,185
T762492C,185
T750765C,185
T796294C,185
T710397C,185
T623461C,185
T698534C,185
T764718C,184.99
KHOST,184.68
6F98A,184.25
T770895C,184.02
T797033C,184.02
4F91A,183.47
T734343C,183.23000000000002
T780135C,183.23
T622383C,182.69
8E12C,182.69
T723163C,182.56
T706360C,181.92000000000002
T722453C,181.91
T773196C,181.79000000000002
T689570C,181.2
T692120C,181.13
T776756C,181.12
T683873C,180.43
T628725C,180.38
T752243C,180.22
8T18H,180.22
T778697C,180.04000000000002
T785569C,180
T807458C,180
T768251C,180
T759783C,180
T676647C,180
T799230C,180
T750183C,180
ASADOV,180
T100740C,180
T734829C,180
ADILA,180
T628096C,180
T101358C,180
T802305C,180
T733879C,180
T636288C,180
T781365C,180
T759104C,180
T472063C,180
TAINOINC,180
T698473C,180
T788530C,180
T729704C,180
T757531C,180
T770624C,180
T762438C,180
T769299C,180
T751330C,180
T678763C,180
T803891C,180
T692230C,180
T783365C,180
T780938C,180
T745979C,180
T786329C,180
T657009C,180
T655112C,180
T735533C,180
SHXHRXN,180
T788416C,180
ALSTR1,180
T713084C,180
T642068C,180
T754875C,180
T742177C,180
T722831C,180
T608849C,180
T100269C,180
T723585C,180
T788657C,180
T681155C,180
T773653C,180
T777837C,180
T759529C,180
T712543C,180
T754267C,180
T102721C,180
T733501C,180
T709971C,180
TOKOUEJE,180
T759923C,180
T676554C,180
T765404C,180
T780565C,180
T807264C,180
T758807C,180
T802114C,180
T797501C,180
T792110C,180
T741090C,180
T638638C,180
T777726C,180
T739237C,180
T701206C,180
T799452C,180
T737436C,180
T783543C,180
T690938C,180
T749565C,180
T733941C,180
T671248C,180
T767695C,180
T713992C,180
T681492C,180
T781524C,180
T662862C,180
T751087C,180
T771977C,180
T801072C,180
T762433C,180
T681486C,180
T753895C,180
T662292C,180
T698816C,180
ELITE815,180
T525087C,180
2GNYC,180
T745584C,180
T504678C,180
T733500C,180
T715816C,180
T745649C,180
T761938C,180
T791131C,180
T753133C,180
T687248C,180
T718446C,180
T794604C,180
T679872C,180
T637484C,180
T737234C,180
T804931C,180
T727751C,180
T625614C,180
T779950C,180
T806324C,180
1996HRI,180
T793622C,180
T100609C,180
T795074C,180
T745737C,180
T735362C,180
T747270C,180
T691388C,180
T801033C,180
T735705C,180
T786653C,180
T789124C,180
T645387C,180
T682266C,180
T756180C,180
T715370C,180
T785771C,180
T764037C,180
T799422C,180
T752105C,180
T794593C,180
T757249C,180
T791180C,180
T754894C,180
T739032C,180
T787874C,180
T496953C,180
T758458C,180
T743185C,180
T781462C,180
T808164C,180
T651455C,180
T807260C,180
T795818C,180
TJK0770,180
T695207C,180
T758181C,180
T682596C,180
T660366C,180
T749925C,180
T787683C,180
T758863C,180
T760205C,180
T777252C,180
T738123C,180
T721532C,180
T743002C,180
T700085C,180
T773585C,180
T787139C,180
T758313C,180
T721591C,180
T728544C,180
T749639C,180
T700883C,180
T760999C,180
T746133C,180
T743331C,180
T100092C,180
T658868C,180
T769469C,180
T694323C,180
ELITE700,180
T648885C,180
T805708C,180
T745661C,180
T755258C,180
T770337C,180
T728598C,180
T631444C,180
T760298C,180
T794159C,180
T765510C,180
T649458C,180
T796391C,180
T803702C,180
T710920C,180
T662684C,180
T786552C,180
T760956C,180
T754352C,180
T600919C,180
T756041C,180
T758626C,180
T740671C,180
T784264C,180
T750350C,180
T785447C,180
T749179C,180
T700492C,180
T615142C,180
T796933C,180
T692481C,180
T768131C,180
T770630C,180
T638802C,180
T491211C,180
T726825C,180
T794127C,180
T749923C,180
T786635C,180
T504285C,180
T643861C,180
T666432C,180
T712323C,180
T747838C,180
T654170C,180
T681875C,180
T756158C,180
T770513C,180
T758795C,180
T750524C,180
T759910C,180
T733849C,180
T758978C,180
T757944C,180
T784272C,180
UTOG406,180
T704317C,180
T776186C,180
T671083C,180
T102927C,180
T649019C,180
T456108C,180
T802904C,180
T712889C,180
T644010C,180
T739975C,180
T760449C,180
T750687C,180
T771162C,180
T626322C,180
T667781C,180
T807373C,180
T806179C,180
T666632C,180
KARAMJOT,180
T678079C,180
T762925C,180
T770761C,180
T756726C,180
T778913C,180
T760370C,180
T806916C,180
T650142C,180
T714947C,180
T808289C,180
T693670C,180
T717806C,180
T662988C,180
T800925C,180
T712722C,180
SAMER,180
T745354C,180
T738666C,180
T749903C,180
T696889C,180
T775115C,180
T713061C,180
T717980C,180
T808193C,180
T794877C,180
T728311C,180
T760695C,180
T682558C,180
T791763C,180
T722573C,180
T785700C,180
T740337C,180
T762629C,180
T779071C,180
T789281C,180
T768224C,180
T706601C,180
T764041C,180
T800031C,180
T779358C,180
T686477C,180
T703329C,180
T759476C,180
T778262C,180
T799854C,180
T806121C,180
T744414C,180
T771105C,180
T795146C,180
T756538C,180
T783407C,180
T755934C,180
T771092C,180
T777337C,180
T750789C,180
ILMABK,180
T729613C,180
T805711C,180
T799429C,180
T764842C,180
T489769C,180
T782950C,180
T787297C,180
T712680C,180
T779974C,180
ALADJSY,180
T775919C,180
T723082C,180
SHERN1,180
T658115C,180
T691251C,180
JFVIP,180
T660260C,180
T804743C,180
DIMPY,180
T770890C,180
T781891C,180
T758058C,180
T679474C,180
T807294C,180
T768997C,180
T690227C,180
T776103C,180
T698387C,180
T773880C,180
T774472C,180
T715309C,180
T648821C,180
T763543C,180
TAHRIR,180
T647473C,180
T783249C,180
T771978C,180
T777920C,180
T710268C,180
T506691C,180
T741998C,180
T704117C,180
T801088C,180
T803538C,180
T681862C,180
T710712C,180
T744851C,180
T733888C,180
MAYAJ,180
T750976C,180
T780534C,180
T691250C,180
T771695C,180
T744720C,180
BAKU866,180
T632051C,180
T752550C,180
T509973C,180
T643842C,180
T761202C,180
T789647C,180
T648302C,180
T717088C,180
T665614C,180
T499722C,180
T657117C,180
T726282C,180
T769821C,180
T677101C,180
T771737C,180
T693082C,180
T709941C,180
T781475C,180
T681128C,180
T481372C,180
T520976C,180
T794014C,180
T725118C,180
T702027C,180
NA521,180
T754673C,180
T793721C,180
T785531C,180
T739427C,180
TK1228,180
T696586C,180
7J85H,180
6G46B,180
5J27H,180
7L20H,180
5H94H,180
2H75H,180
9G58H,180
4K69H,180
3M17B,180
5P10J,180
4P99J,180
8F26B,180
5G58B,180
5C21A,180
2H74H,180
4D54J,180
5G54C,180
5J26J,180
2L61A,180
8K56D,180
4N13B,180
7L22B,180
6D90H,180
3J73H,180
3L30A,180
8M42H,180
1Y60H,180
1Y59B,180
2L62B,180
8D13C,180
9G57B,180
7D23A,180
7J83H,180
2C80H,180
3W97H,180
3J72J,180
145SBVB,180
8K57B,180
2H73H,180
3M16A,180
4K70A,180
8C21A,180
4N12J,180
7C69H,180
3L31A,180
5H93H,180
9N28J,180
Y100929C,180
3H30J,180
T648416C,180
T706713C,180
T769266C,179.99
T641992C,179.85
T704668C,179.45999999999998
T746349C,179.45
T735403C,179.32
T654819C,179.31
T479189C,179.22
T694496C,179.18
T807893C,179.01
T677113C,178.96
T688916C,178.95
T735262C,178.93
T741809C,178.73
T659515C,178.66000000000003
T725609C,178.51
T756026C,178.11
T767414C,178.09
T771074C,178.08
T732609C,178.01999999999998
T724923C,177.82999999999998
T788503C,177.76
T748636C,177.59
T672807C,177.5
T669263C,177.37
T674417C,177.23000000000002
T672677C,177.2
T687533C,176.95999999999998
T714968C,176.82
T804097C,176.73000000000002
T805900C,176.6
T668930C,176.6
5A97B,176.52
IFR7I,176.47
T741578C,176.45999999999998
T770778C,176.45999999999998
T696479C,176.43
T682433C,176.32999999999998
T720304C,176.32
T726001C,176.2
T762321C,176.2
T673290C,176.2
T788767C,175.99
T750128C,175.99
T733804C,175.99
T791418C,175.94
T737373C,175.94
T695513C,175.85000000000002
T493235C,175.69
T778465C,175.69
T728635C,175.56
T716241C,175.56
T769049C,175.5
T791912C,175.43
T793499C,175.42000000000002
T663218C,175.39
T769512C,175.39
T760371C,175.39
T791360C,175.3
T750582C,175.3
T776871C,175.3
T657228C,175.3
T726288C,175.28
T672471C,175.17000000000002
T717336C,175.17000000000002
T752220C,175.17000000000002
T791670C,175.17000000000002
T487503C,175.09
T609735C,175.05
T681394C,175.04000000000002
T642840C,175.04000000000002
T796575C,175.04000000000002
T719945C,175.04000000000002
T788441C,175
T785679C,175
T796731C,175
T776306C,175
T752605C,175
T671150C,175
T692895C,175
T790789C,175
T795771C,175
T783321C,175
T630855C,175
T676837C,175
T686093C,175
T660587C,175
T656345C,175
JATT21,175
T792895C,175
T666555C,175
T723614C,175
T804468C,175
52UTOG,175
T693261C,175
J2BL24R,175
T789811C,175
T719136C,175
T693589C,175
T796823C,175
RAFY1,175
T721170C,175
T768100C,175
N203697C,175
T681066C,175
T752553C,175
T625177C,175
T658585C,175
T714347C,175
T100327C,175
T742915C,175
T793403C,175
T794190C,175
T804396C,175
T800918C,175
T675280C,175
T790591C,175
T756220C,175
T781994C,175
T785737C,175
STSNYC,175
T742699C,175
T768344C,175
T787596C,175
SJOR1,175
N203603C,175
T760677C,175
T806094C,175
T660680C,175
T741922C,175
T762707C,175
T668673C,175
T689067C,175
T716138C,175
T757794C,175
T708591C,175
T739962C,175
T764626C,175
T722427C,175
T733671C,175
T795856C,175
T786893C,175
T683286C,175
T735186C,175
T695012C,175
T101595C,175
T727628C,175
T716107C,175
T667936C,175
T776214C,175
T662443C,175
T694051C,175
T651260C,175
T689455C,175
T650501C,175
T789160C,175
T806805C,175
T707422C,175
T647744C,175
T760469C,175
T681270C,175
T763327C,175
T654862C,175
T691860C,175
T524650C,175
T773797C,175
T668188C,175
T802947C,175
T790855C,175
T740605C,175
N103200C,175
T802103C,175
N203870C,175
T714573C,175
T692919C,175
N201603C,175
T804392C,175
T727495C,175
T687660C,175
T788064C,175
T778178C,175
T651981C,175
T665810C,175
T784103C,175
T776752C,175
T745781C,175
T765192C,175
T779296C,175
T806771C,175
T687487C,175
T737326C,175
T688966C,175
T709441C,175
T785928C,175
T800484C,175
T704138C,175
T726072C,175
T804942C,175
T519966C,175
BBILLA,175
NGY737,175
T799527C,175
T761403C,175
T806998C,175
T646199C,175
T100596C,175
T771512C,175
T757282C,175
T765670C,175
T703316C,175
T807217C,175
T667948C,175
T749885C,175
T782026C,175
T719662C,175
T730631C,175
T700549C,175
T669127C,175
T689654C,175
T689434C,175
T755755C,175
T771883C,175
T693841C,175
T727451C,175
T757482C,175
T101449C,175
T728614C,175
T769044C,175
T786459C,175
T800984C,175
T730135C,175
T734411C,175
T670389C,175
1J96A,175
4B73H,175
1J97A,175
9F72A,175
9M67A,175
3D30A,175
1F67J,175
9M66A,175
4A85J,175
T793865C,174.79
T669108C,174.70999999999998
2H18J,174.42
T776117C,174.24
T745986C,174.18
T779544C,174.14
T710437C,174.08
T768629C,173.94
T795337C,173.93
T789630C,173.93
T796533C,173.93
T764405C,173.67000000000002
T718360C,173.15
1H87B,172.94
1H57B,172.94
5E19C,172.64
7M57E,172.29000000000002
7M56D,172.29000000000002
T695066C,172.16000000000003
T785706C,172.11
CHAUD4RY,172.05
T735201C,172.03
7D86B,172.02
T807650C,171.78
T774499C,171.73000000000002
T675394C,171.12
T739015C,171.07
T520475C,170.76
1C61H,170.56
T509941C,170.3
T700605C,170.3
T648178C,170.3
T722384C,170.3
T482749C,170.3
T785390C,170.3
T785840C,170.17000000000002
T724401C,170.17000000000002
T762312C,170.04000000000002
T780071C,170.04000000000002
T686701C,170.04000000000002
T666741C,170.04000000000002
T764356C,170
T796390C,170
T703965C,170
T731449C,170
T779376C,170
T790381C,170
T716077C,170
T779501C,170
T796585C,170
T743796C,170
T685577C,170
T796584C,170
T787915C,170
T675080C,170
T794343C,170
T781194C,170
T680745C,170
T791997C,170
T744201C,170
T676946C,170
T739900C,170
T732640C,170
T654673C,170
T694159C,170
T515265C,170
T739873C,170
T803821C,170
T757435C,170
T764094C,170
T687722C,170
T805211C,169.57
T688101C,168.93
1E52H,168.71
6N66B,168.47
6N67C,168.47
T743921C,168.39
T639309C,168.32
T705673C,168.27
T783099C,168.18
T778701C,167.59
8T45J,167.46
T625727C,167.22
T633261C,166.93
T769394C,166.81
T603503C,166.81
T703491C,166.29
T714926C,166.17
T723967C,166.15
T659293C,166.06
T775214C,165.74
T699270C,165.46
T805752C,165.37
T668278C,165.14
5E62H,165.12
T774000C,165.1
T673483C,165.1
T768605C,165
T788006C,165
T770733C,165
T779591C,165
T646883C,165
T784780C,165
T657148C,165
T786705C,165
T649959C,165
PB0702,165
T710991C,165
T793512C,165
T711803C,165
T737879C,165
T681818C,165
T737457C,165
T780009C,165
T530096C,165
T788748C,165
T714877C,165
T793615C,165
T751072C,165
T631261C,165
T786264C,165
T703992C,165
JTSOGLO,165
T788258C,165
T740395C,165
T524180C,165
T764646C,165
T750706C,165
T683051C,165
T730411C,165
T780358C,165
T800397C,165
T102654C,165
T739830C,165
T799146C,165
T779688C,165
T716283C,165
T103743C,165
T682844C,165
T732845C,165
T780162C,165
T667644C,165
T785267C,165
T465433C,165
T758374C,165
IMMEHAR,165
T673445C,165
T683052C,165
T693905C,165
T795350C,165
T633906C,165
T659487C,165
T782471C,165
T739299C,165
T768434C,165
T671100C,165
T667672C,165
T804909C,165
T762282C,165
T684939C,165
T779547C,165
BA2INGA,165
T804698C,165
T789874C,165
T715040C,165
T750677C,165
T794983C,165
T692211C,165
T681015C,165
T796506C,165
T769555C,165
T729817C,165
T657048C,165
T787464C,165
T725745C,165
T730174C,165
T632657C,165
T100882C,165
T796590C,165
T757969C,165
T717253C,165
T636697C,165
T750637C,165
T733802C,165
T686519C,165
T716983C,165
T684434C,165
T101203C,165
T714033C,165
T763034C,165
T745548C,165
T803960C,165
T800297C,165
T733860C,165
T709773C,165
T788520C,165
T755165C,165
T689745C,165
T772247C,165
T792078C,165
T736760C,165
T796806C,165
T733866C,165
T745465C,165
T675245C,165
T785892C,165
T780648C,165
T668279C,165
T628552C,165
T727235C,165
T796951C,165
UMED89,165
T742637C,165
T720299C,165
T662855C,165
T790648C,165
T807293C,165
T610651C,165
T650260C,165
T647515C,165
T632068C,165
T804428C,165
T512468C,165
T725751C,165
T737668C,165
T637537C,165
T102475C,165
T752355C,165
T716040C,165
T426952C,165
T753122C,165
T730409C,165
LCNYIP,165
T768925C,165
T102727C,165
T685623C,165
T102776C,165
SCA,165
T763740C,165
T720888C,165
T761954C,165
T755227C,165
T735329C,165
T741149C,165
T728232C,165
T725579C,165
T802935C,165
T741963C,165
T697712C,165
OBAMODE1,165
T765542C,165
T100754C,165
T755840C,165
T777939C,165
T715919C,165
T751732C,165
T764251C,165
T779913C,165
T800263C,165
T769215C,165
T700505C,165
T745285C,165
T799571C,165
T768768C,165
T693277C,165
T720679C,165
T759022C,165
BONVOYAG,165
T795045C,165
T642705C,165
T786615C,165
SYSAVANE,165
T723246C,165
T689394C,165
T738335C,165
T794214C,165
T619639C,165
T707885C,165
CARLUX18,165
T805948C,165
T783272C,165
T792014C,165
T773406C,165
T705467C,165
T799376C,165
T725345C,165
T689720C,165
T807520C,165
T806808C,165
T636163C,165
T758019C,165
T698135C,165
T742192C,165
T771847C,165
T730413C,165
T656073C,165
T699988C,165
T740033C,165
T796984C,165
T751589C,165
JOHN1334,165
T505178C,165
T684079C,165
T672119C,165
T747273C,165
T753443C,165
T629990C,165
T792009C,165
T792511C,165
SCA4,165
T794819C,165
T736027C,165
T487093C,165
T615197C,165
T806947C,165
T748493C,165
T802111C,165
T779745C,165
T771749C,165
T794473C,165
T776524C,165
T761153C,165
T715080C,165
T612235C,165
T795980C,165
T748754C,165
T101309C,165
16D1971,165
T701215C,165
T717132C,165
T691290C,165
T735071C,165
T797596C,165
T743551C,165
T733445C,165
T699363C,165
T768536C,165
T781002C,165
T720425C,165
T784984C,165
T740171C,165
T799998C,165
T670178C,165
T801116C,165
AILA,165
T680991C,165
T797583C,165
T806218C,165
T722883C,165
T751626C,165
T722857C,165
T696787C,165
T729970C,165
SHANZZ,165
T744744C,165
T638689C,165
T788864C,165
T634359C,165
T805781C,165
T730412C,165
T748938C,165
T707842C,165
T797244C,165
T667471C,165
T745608C,165
T523041C,165
T657687C,165
T615976C,165
T774518C,165
T807395C,165
T757821C,165
T705139C,165
T679438C,165
T768992C,165
T756606C,165
T780867C,165
T102822C,165
T770563C,165
T722628C,165
T775668C,165
T681935C,165
T718679C,165
T739371C,165
T791273C,165
T722637C,165
T794974C,165
T638288C,165
T768759C,165
T791632C,165
T676742C,165
T707365C,165
T782866C,165
T675824C,165
T793562C,165
ANDREW22,165
T779050C,165
T710956C,165
SCA2,165
T775097C,165
T693116C,165
T758085C,165
T733327C,165
T769981C,165
T800584C,165
T742544C,165
MURREE,165
T695216C,165
T698276C,165
T775811C,165
T689878C,165
T705277C,165
T730091C,165
T785654C,165
T706665C,165
T724868C,165
T787853C,165
T792015C,165
T703228C,165
T734472C,165
T788743C,165
T688159C,165
T753474C,165
T729851C,165
T774064C,165
T767251C,165
T659005C,165
T638984C,165
T694419C,165
T101517C,165
T792645C,165
T788569C,165
T750578C,165
T683241C,165
T101231C,165
T789923C,165
T683308C,165
T794215C,165
T782650C,165
T102400C,165
T712701C,165
T792412C,165
QUATROC8,165
T730380C,165
T692756C,165
T770772C,165
T723419C,165
T744203C,165
T707513C,165
T707159C,165
T100157C,165
T727958C,165
T805285C,165
T771603C,165
T705939C,165
T711502C,165
T744741C,165
T780161C,165
T707684C,165
T100485C,165
T780213C,165
T714478C,165
T779285C,165
T650626C,165
T721195C,165
T692823C,165
T793994C,165
T675202C,165
T807320C,165
T741778C,165
T796672C,165
T757704C,165
T799115C,165
T101255C,165
T100586C,165
T715225C,165
T787700C,165
T102355C,165
T791778C,165
T777427C,165
T681318C,165
T702540C,165
T768899C,165
T722512C,165
T615927C,165
T721662C,165
T719812C,165
T771841C,165
T701362C,165
T662006C,165
T718475C,165
T619611C,165
T484300C,165
T721730C,165
T801981C,165
T756149C,165
T740101C,165
T800063C,165
T760043C,165
T643375C,165
T756491C,165
T788749C,165
T607739C,165
T779690C,165
T788759C,165
T742638C,165
T616768C,165
T688086C,165
T759618C,165
T765471C,165
T779181C,165
T683352C,165
T768982C,165
T656738C,165
T782436C,165
T699841C,165
T759731C,165
T734273C,165
TJKXON,165
T714270C,165
RMLIMO23,165
T622001C,165
T788560C,165
T715170C,165
T641915C,165
T100878C,165
T711000C,165
T767437C,165
T744806C,165
T802518C,165
D4GIVEN,165
T795321C,165
T800273C,165
T699783C,165
T756088C,165
T782142C,165
T785801C,165
T710678C,165
T681701C,165
T703737C,165
T672724C,165
T780949C,165
T805205C,165
T703660C,165
T775629C,165
T788927C,165
T475054C,165
ELITE168,165
T775340C,165
T775870C,165
T101912C,165
T718973C,165
T678283C,165
T722428C,165
T741448C,165
T699408C,165
T705288C,165
T674200C,165
T808006C,165
T754857C,165
T745696C,165
T773961C,165
T778294C,165
T102710C,165
T805196C,165
T617407C,165
T702586C,165
R4JPUT1,165
T767246C,165
T656662C,165
T788390C,165
T683182C,165
T778805C,165
T797453C,165
T768252C,165
T741704C,165
T794600C,165
T731456C,165
T776814C,165
T805207C,165
ZEESHAN,165
T758097C,165
T756157C,165
T779326C,165
T712134C,165
T793521C,165
T800818C,165
T749390C,165
T678154C,165
T794328C,165
T700466C,165
T791092C,165
T777156C,165
T735713C,165
T102133C,165
T793888C,165
T418872C,165
T715113C,165
T791346C,165
T775923C,165
T762929C,165
T736642C,165
T743670C,165
T787305C,165
2F42A,165
2T66A,165
6K19H,165
5P99K,165
9K16D,165
1L67A,165
1L68B,165
6L49H,165
4N17A,165
1M48L,165
5C30B,165
8D78A,165
3J64D,165
1J79H,165
238SBVH,165
6K17A,165
3V26C,165
1H83C,165
3V27A,165
7H66H,165
3B94B,165
9G37B,165
5L83B,165
8A43A,165
8N33A,165
2F78H,165
8E55B,165
6D38B,165
1M86B,165
7P92B,165
6L48H,165
1M85B,165
5F70H,165
6G83H,165
8G68H,165
5A49A,165
8G43K,165
4N16H,165
4G71B,165
5L84B,165
124SBVC,165
2L83C,165
6K18H,165
8G69J,165
7P93C,165
8G44H,165
260SBVC,165
2L84H,165
9G36H,165
6H57H,165
6H56H,165
1J78F,165
2P18H,165
1A32B,165
8N32B,165
7D28E,165
2P17B,165
6G84H,165
7C28B,165
8N31A,165
9K15B,165
6P10H,165
3J65C,165
6A25H,165
5L83,165
5L83H,165
T100753C,165
T478135C,165
8N10D,164.68
8N12F,164.68
8N11D,164.68
T753016C,164.65
T791159C,164.62
T656231C,164.51
5C48J,164.49
7L14C,164.49
3L18H,164.49
7L16D,164.49
3L17A,164.49
7F53H,164.45999999999998
T663771C,164.28
T736210C,163.87
T792073C,163.85000000000002
T723311C,163.84
T774466C,163.84
T699378C,163.84
T729342C,163.84
T703947C,163.84
4A33H,163.84
9Y43K,163.84
9P98B,163.84
3N49A,163.84
8B11H,163.84
4C65J,163.84
6F86A,163.84
3P61A,163.84
3P62H,163.84
2E25A,163.84
9Y42J,163.84
3N48B,163.84
9P99H,163.84
T799648C,163.81
T759699C,163.71
T753558C,163.65
T529944C,163.60000000000002
T735882C,163.24
T791368C,163.19
9L75A,163.19
9L74A,163.19
9H58E,163.06
9H57H,163.06
T773776C,162.95
BCPS01,162.95
9F60J,162.95
T651328C,162.8
T708084C,162.8
1V28A,162.8
4H52B,162.8
1V29H,162.8
4H51B,162.8
T695733C,162.72
T805927C,162.67000000000002
T804332C,162.64
T698813C,162.6
8G86B,162.28
8G87C,162.28
T603941C,162.15
T701932C,162.11
T793897C,162.01999999999998
T683822C,162.01
T784101C,162
T755640C,161.89
9K62A,161.89
9K63H,161.89
7G89H,161.76
T681678C,161.42000000000002
6N73B,161.24
6N72H,161.24
T803986C,161.11
T802041C,160.98000000000002
JSSANDHU,160.94
T794583C,160.89
T781403C,160.85000000000002
T687919C,160.82
T789791C,160.78
T681843C,160.59
T744910C,160.46
T778382C,160.3
8Y59H,160.24
T794973C,160.2
T642583C,160.16
T687982C,160
T700052C,160
T779845C,160
T660439C,160
T696231C,160
T769387C,160
T716902C,160
T806012C,160
T661187C,160
T667912C,160
T638483C,160
T783461C,160
T656948C,160
T726853C,160
T708722C,160
T674633C,160
T699275C,160
T103380C,160
T771559C,160
T795452C,160
T738828C,160
T733266C,160
T698755C,160
T769915C,160
T729742C,160
T775669C,160
T802325C,160
T694941C,160
T640593C,160
T788087C,160
T677881C,160
T802068C,160
T705204C,160
T660193C,160
T757809C,160
T733516C,160
T746393C,160
T722257C,160
T680173C,160
T784830C,160
T715778C,160
T655197C,160
T757817C,160
T768177C,160
T769511C,160
T757423C,160
T770424C,160
T756407C,160
T718414C,160
T742276C,160
T775840C,160
T691004C,160
T770644C,160
T676620C,160
T657275C,160
T806814C,160
T101456C,160
T797606C,160
T802397C,160
T687709C,160
T601238C,160
T752563C,160
T607630C,160
T791056C,160
T728487C,160
T768050C,160
T774773C,160
T783392C,160
T736448C,160
T726659C,160
T648305C,160
T723783C,160
T739880C,160
T750794C,160
T747553C,160
T756056C,160
T760633C,160
T745957C,160
T791016C,160
T759988C,160
T756673C,160
T101700C,160
T660342C,160
T710195C,160
WRIR255,160
T749357C,160
T779947C,160
T786451C,160
T734946C,160
T806371C,160
UZB777,160
T671390C,160
T764512C,160
T708063C,160
T743431C,160
T742996C,160
T777978C,160
T763432C,160
T729994C,160
T676980C,160
T662026C,160
5L70A,160
3N80H,160
3N81B,160
5L69J,160
6G62J,160
6G67B,160
7Y83A,160
2V75A,160
2V74A,160
T796669C,159.94
T763272C,159.81
T745994C,159.81
T741709C,159.76999999999998
T601762C,159.69
T657850C,159.55
T799355C,159.35
T626232C,159.29
T685010C,159.13
T690632C,158.9
T714261C,158.76999999999998
T796175C,158.64
T794079C,158.64
TRIPLEA,158.4
